,Expected Annual Damage,Expected Number of Deaths,A.5_Expected Number of Deaths,A.5_Expected Annual Damage
3175,19894327.184157215,0.0012741362927039686,0.0,0.0
3176,19894327.184157215,0.0012741362927039686,0.0,0.0
3177,9172826.825771544,0.0011619121208561601,0.0010753267018632207,8052387.152343647
3178,19894327.184157215,0.0012741362927039686,0.0,0.0
3179,19894327.184157215,0.0012741362927039686,0.0,0.0
3180,16240357.7468824,0.0010531157988004972,0.0,0.0
3181,91693760.6852073,0.008031175857434191,0.0,0.0
3182,16240357.7468824,0.0010531157988004972,0.0,0.0
3183,16240357.7468824,0.0010531157988004972,0.0,0.0
3184,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3185,16240357.7468824,0.0010531157988004972,0.0,0.0
3186,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3187,76613693.89135458,0.007078586975111847,0.0,0.0
3188,76613693.89135458,0.007078586975111847,0.0,0.0
3189,91693760.6852073,0.008031175857434191,0.0,0.0
3190,76613693.89135458,0.007078586975111847,0.0,0.0
3191,76613693.89135458,0.007078586975111847,0.0,0.0
3192,0.0,0.0,0.0,0.0
3193,0.0,0.0,0.0,0.0
3194,0.0,0.0,0.0,0.0
3195,0.0,0.0,0.0,0.0
3196,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3197,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3198,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3199,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3200,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3201,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3202,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3203,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3204,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3205,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3206,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3207,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3208,12241859.364375347,0.0008108058709103206,0.0,0.0
3209,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3210,12241859.364375347,0.0008108058709103206,0.0,0.0
3211,12241859.364375347,0.0008108058709103206,0.0,0.0
3212,12241859.364375347,0.0008108058709103206,0.0,0.0
3213,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3214,12241859.364375347,0.0008108058709103206,0.0,0.0
3215,12241859.364375347,0.0008108058709103206,0.0,0.0
3216,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3217,789111299.5961899,0.07259048375061879,0.0,0.0
3218,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3219,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3220,2917922.3345300686,0.00020615811106396875,0.0,0.0
3221,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3222,2917922.3345300686,0.00020615811106396875,0.0,0.0
3223,789111299.5961899,0.07259048375061879,0.0,0.0
3224,789111299.5961899,0.07259048375061879,0.0,0.0
3225,789111299.5961899,0.07259048375061879,0.0,0.0
3226,789111299.5961899,0.07259048375061879,0.0,0.0
3227,789111299.5961899,0.07259048375061879,0.0,0.0
3228,30592634.03707388,0.0018488440464395222,0.0,0.0
3229,30592634.03707388,0.0018488440464395222,0.0,0.0
3230,30592634.03707388,0.0018488440464395222,0.0,0.0
3231,30592634.03707388,0.0018488440464395222,0.0,0.0
3232,0.0,0.0,0.0,0.0
3233,30592634.03707388,0.0018488440464395222,0.0,0.0
3234,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3235,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3236,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3237,30592634.03707388,0.0018488440464395222,0.0,0.0
3238,0.0,0.0,0.0,0.0
3239,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3240,12241859.364375347,0.0008108058709103206,0.0,0.0
3241,12241859.364375347,0.0008108058709103206,0.0,0.0
3242,12241859.364375347,0.0008108058709103206,0.0,0.0
3243,12241859.364375347,0.0008108058709103206,0.0,0.0
3244,2917922.3345300686,0.00020615811106396875,0.0,0.0
3245,12241859.364375347,0.0008108058709103206,0.0,0.0
3246,2917922.3345300686,0.00020615811106396875,0.0,0.0
3247,2917922.3345300686,0.00020615811106396875,0.0,0.0
3248,2917922.3345300686,0.00020615811106396875,0.0,0.0
3249,12241859.364375347,0.0008108058709103206,0.0,0.0
3250,2917922.3345300686,0.00020615811106396875,0.0,0.0
3251,2917922.3345300686,0.00020615811106396875,0.0,0.0
3252,9523497.097265257,0.0009098560041847441,0.0,0.0
3253,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3254,9523497.097265257,0.0009098560041847441,0.0,0.0
3255,9523497.097265257,0.0009098560041847441,0.0,0.0
3256,9523497.097265257,0.0009098560041847441,0.0,0.0
3257,9523497.097265257,0.0009098560041847441,0.0,0.0
3258,9523497.097265257,0.0009098560041847441,0.0,0.0
3259,412649.6459476617,5.5210506829354176e-05,5.5210506829354176e-05,412649.6459476617
3260,412649.6459476617,5.5210506829354176e-05,5.5210506829354176e-05,412649.6459476617
3261,1533089.3193755583,0.00014179592582229357,5.5210506829354176e-05,412649.6459476617
3262,0.0,0.0,0.0,0.0
3263,412649.6459476617,5.5210506829354176e-05,5.5210506829354176e-05,412649.6459476617
3264,13115489.279730394,0.0014486360007698706,0.001130537208692575,8465036.798291307
3265,13115489.279730394,0.0014486360007698706,0.001130537208692575,8465036.798291307
3266,13115489.279730394,0.0014486360007698706,0.001130537208692575,8465036.798291307
3267,13115489.279730394,0.0014486360007698706,0.001130537208692575,8465036.798291307
3268,30249025.06375391,0.003930801248428374,0.003844215829435434,29128585.390326012
3269,62379296.87224453,0.007741713667396458,0.007423614875319163,57728844.390805446
3270,64549138.294114135,0.008323081395039629,0.00823649597604669,63428698.62068624
3271,64549138.294114135,0.008323081395039629,0.00823649597604669,63428698.62068624
3272,64549138.294114135,0.008323081395039629,0.00823649597604669,63428698.62068624
3273,62379296.87224453,0.007741713667396458,0.007423614875319163,57728844.390805446
3274,30249025.06375391,0.003930801248428374,0.003844215829435434,29128585.390326012
3275,64549138.294114135,0.008323081395039629,0.00823649597604669,63428698.62068624
3276,0.0,0.0,0.0,0.0
3277,0.0,0.0,0.0,0.0
3278,0.0,0.0,0.0,0.0
3279,0.0,0.0,0.0,0.0
3280,25502258.221008986,0.0015931845490786015,0.0,0.0
3281,0.0,0.0,0.0,0.0
3282,25502258.221008986,0.0015931845490786015,0.0,0.0
3283,25502258.221008986,0.0015931845490786015,0.0,0.0
3284,25502258.221008986,0.0015931845490786015,0.0,0.0
3285,0.0,0.0,0.0,0.0
3286,25502258.221008986,0.0015931845490786015,0.0,0.0
3287,25502258.221008986,0.0015931845490786015,0.0,0.0
3288,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3289,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3290,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3291,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3292,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3293,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3294,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3295,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3296,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3297,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3298,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3299,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3300,12241859.364375347,0.0008108058709103206,0.0,0.0
3301,21692436.42949658,0.0017112435513159988,0.0,0.0
3302,12241859.364375347,0.0008108058709103206,0.0,0.0
3303,12241859.364375347,0.0008108058709103206,0.0,0.0
3304,0.0,0.0,0.0,0.0
3305,12241859.364375347,0.0008108058709103206,0.0,0.0
3306,0.0,0.0,0.0,0.0
3307,9523497.097265257,0.0009098560041847441,0.0,0.0
3308,9523497.097265257,0.0009098560041847441,0.0,0.0
3309,21692436.42949658,0.0017112435513159988,0.0,0.0
3310,9523497.097265257,0.0009098560041847441,0.0,0.0
3311,9523497.097265257,0.0009098560041847441,0.0,0.0
3312,122556740.7429114,0.011302904529012992,0.0,0.0
3313,0.0,0.0,0.0,0.0
3314,122556740.7429114,0.011302904529012992,0.0,0.0
3315,122556740.7429114,0.011302904529012992,0.0,0.0
3316,122556740.7429114,0.011302904529012992,0.0,0.0
3317,122556740.7429114,0.011302904529012992,0.0,0.0
3318,122556740.7429114,0.011302904529012992,0.0,0.0
3319,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3320,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3321,0.0,0.0,0.0,0.0
3322,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3323,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3324,2917922.3345300686,0.00020615811106396875,0.0,0.0
3325,2917922.3345300686,0.00020615811106396875,0.0,0.0
3326,2917922.3345300686,0.00020615811106396875,0.0,0.0
3327,2917922.3345300686,0.00020615811106396875,0.0,0.0
3328,30592634.03707388,0.0018488440464395222,0.0,0.0
3329,2917922.3345300686,0.00020615811106396875,0.0,0.0
3330,30592634.03707388,0.0018488440464395222,0.0,0.0
3331,30592634.03707388,0.0018488440464395222,0.0,0.0
3332,30592634.03707388,0.0018488440464395222,0.0,0.0
3333,2917922.3345300686,0.00020615811106396875,0.0,0.0
3334,30592634.03707388,0.0018488440464395222,0.0,0.0
3335,30592634.03707388,0.0018488440464395222,0.0,0.0
3336,7027787.099411508,0.0007958984600100519,0.0,0.0
3337,7027787.099411508,0.0007958984600100519,0.0,0.0
3338,2917922.3345300686,0.00020615811106396875,0.0,0.0
3339,7027787.099411508,0.0007958984600100519,0.0,0.0
3340,5230304.438309336,0.0006763257679390227,0.0,0.0
3341,7027787.099411508,0.0007958984600100519,0.0,0.0
3342,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3343,5230304.438309336,0.0006763257679390227,0.0,0.0
3344,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3345,2917922.3345300686,0.00020615811106396875,0.0,0.0
3346,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3347,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3348,0.0,0.0,0.0,0.0
3349,0.0,0.0,0.0,0.0
3350,0.0,0.0,0.0,0.0
3351,0.0,0.0,0.0,0.0
3352,12241859.364375347,0.0008108058709103206,0.0,0.0
3353,36704794.10685478,0.004818340502075873,0.004818340502075873,36704794.10685478
3354,20706896.162666656,0.0019413430796028956,0.001130537208692575,8465036.798291307
3355,20706896.162666656,0.0019413430796028956,0.001130537208692575,8465036.798291307
3356,20706896.162666656,0.0019413430796028956,0.001130537208692575,8465036.798291307
3357,36704794.10685478,0.004818340502075873,0.004818340502075873,36704794.10685478
3358,12241859.364375347,0.0008108058709103206,0.0,0.0
3359,20706896.162666656,0.0019413430796028956,0.001130537208692575,8465036.798291307
3360,26595940.49737345,0.0016643546749987557,0.0,0.0
3361,26595940.49737345,0.0016643546749987557,0.0,0.0
3362,26595940.49737345,0.0016643546749987557,0.0,0.0
3363,26595940.49737345,0.0016643546749987557,0.0,0.0
3364,4704592.940474745,0.00032232626385421675,0.0,0.0
3365,26595940.49737345,0.0016643546749987557,0.0,0.0
3366,4704592.940474745,0.00032232626385421675,0.0,0.0
3367,4704592.940474745,0.00032232626385421675,0.0,0.0
3368,4704592.940474745,0.00032232626385421675,0.0,0.0
3369,26595940.49737345,0.0016643546749987557,0.0,0.0
3370,4704592.940474745,0.00032232626385421675,0.0,0.0
3371,4704592.940474745,0.00032232626385421675,0.0,0.0
3372,155358382.39506844,0.019528116798231153,0.019441531379238215,154237942.72164053
3373,155358382.39506844,0.019528116798231153,0.019441531379238215,154237942.72164053
3374,155358382.39506844,0.019528116798231153,0.019441531379238215,154237942.72164053
3375,155358382.39506844,0.019528116798231153,0.019441531379238215,154237942.72164053
3376,155874972.96151364,0.019676530934785625,0.019676530934785625,155874972.96151364
3377,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3378,0.0,0.0,0.0,0.0
3379,0.0,0.0,0.0,0.0
3380,0.0,0.0,0.0,0.0
3381,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3382,155874972.96151364,0.019676530934785625,0.019676530934785625,155874972.96151364
3383,0.0,0.0,0.0,0.0
3384,0.0,0.0,0.0,0.0
3385,0.0,0.0,0.0,0.0
3386,0.0,0.0,0.0,0.0
3387,0.0,0.0,0.0,0.0
3388,16240357.7468824,0.0010531157988004972,0.0,0.0
3389,412649.6459476617,5.5210506829354176e-05,5.5210506829354176e-05,412649.6459476617
3390,16240357.7468824,0.0010531157988004972,0.0,0.0
3391,16240357.7468824,0.0010531157988004972,0.0,0.0
3392,16240357.7468824,0.0010531157988004972,0.0,0.0
3393,412649.6459476617,5.5210506829354176e-05,5.5210506829354176e-05,412649.6459476617
3394,16240357.7468824,0.0010531157988004972,0.0,0.0
3395,16240357.7468824,0.0010531157988004972,0.0,0.0
3396,4011604.610894532,0.00027732823698412294,0.0,0.0
3397,4011604.610894532,0.00027732823698412294,0.0,0.0
3398,4011604.610894532,0.00027732823698412294,0.0,0.0
3399,4011604.610894532,0.00027732823698412294,0.0,0.0
3400,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3401,4011604.610894532,0.00027732823698412294,0.0,0.0
3402,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3403,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3404,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3405,4011604.610894532,0.00027732823698412294,0.0,0.0
3406,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3407,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3408,37825233.780282676,0.0049049259210688124,0.004818340502075873,36704794.10685478
3409,44759943.439573996,0.005517411718262993,0.004607555714078249,35236446.34230874
3410,37825233.780282676,0.0049049259210688124,0.004818340502075873,36704794.10685478
3411,37825233.780282676,0.0049049259210688124,0.004818340502075873,36704794.10685478
3412,36704794.10685478,0.004818340502075873,0.004818340502075873,36704794.10685478
3413,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3414,0.0,0.0,0.0,0.0
3415,9523497.097265257,0.0009098560041847441,0.0,0.0
3416,9523497.097265257,0.0009098560041847441,0.0,0.0
3417,9523497.097265257,0.0009098560041847441,0.0,0.0
3418,44759943.439573996,0.005517411718262993,0.004607555714078249,35236446.34230874
3419,9523497.097265257,0.0009098560041847441,0.0,0.0
3420,12241859.364375347,0.0008108058709103206,0.0,0.0
3421,12241859.364375347,0.0008108058709103206,0.0,0.0
3422,12241859.364375347,0.0008108058709103206,0.0,0.0
3423,12241859.364375347,0.0008108058709103206,0.0,0.0
3424,2917922.3345300686,0.00020615811106396875,0.0,0.0
3425,20706896.162666656,0.0019413430796028956,0.001130537208692575,8465036.798291307
3426,49077111.19546069,0.006188786202138686,0.0059826280910747175,46159188.86093062
3427,49077111.19546069,0.006188786202138686,0.0059826280910747175,46159188.86093062
3428,49077111.19546069,0.006188786202138686,0.0059826280910747175,46159188.86093062
3429,20706896.162666656,0.0019413430796028956,0.001130537208692575,8465036.798291307
3430,2917922.3345300686,0.00020615811106396875,0.0,0.0
3431,49077111.19546069,0.006188786202138686,0.0059826280910747175,46159188.86093062
3432,38429032.77873972,0.002271790505079982,0.0,0.0
3433,38429032.77873972,0.002271790505079982,0.0,0.0
3434,38429032.77873972,0.002271790505079982,0.0,0.0
3435,38429032.77873972,0.002271790505079982,0.0,0.0
3436,0.0,0.0,0.0,0.0
3437,38429032.77873972,0.002271790505079982,0.0,0.0
3438,0.0,0.0,0.0,0.0
3439,0.0,0.0,0.0,0.0
3440,0.0,0.0,0.0,0.0
3441,38429032.77873972,0.002271790505079982,0.0,0.0
3442,0.0,0.0,0.0,0.0
3443,0.0,0.0,0.0,0.0
3444,27567015.418804154,0.0029211042325253643,0.001130537208692575,8465036.798291307
3445,23617495.798431017,0.003049171417152563,0.0029625859981596237,22497056.12500312
3446,27567015.418804154,0.0029211042325253643,0.001130537208692575,8465036.798291307
3447,27567015.418804154,0.0029211042325253643,0.001130537208692575,8465036.798291307
3448,28340639.64034016,0.0029722804145238947,0.001130537208692575,8465036.798291307
3449,19101978.620512847,0.0017905670238327893,0.0,0.0
3450,19875602.842048854,0.0018417432058313197,0.0,0.0
3451,2917922.3345300686,0.00020615811106396875,0.0,0.0
3452,2917922.3345300686,0.00020615811106396875,0.0,0.0
3453,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3454,25414978.459533192,0.0031687441092235927,0.0029625859981596237,22497056.12500312
3455,2917922.3345300686,0.00020615811106396875,0.0,0.0
3456,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3457,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3458,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3459,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3460,25931383.953598563,0.0016212038751062855,0.0,0.0
3461,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3462,25931383.953598563,0.0016212038751062855,0.0,0.0
3463,25931383.953598563,0.0016212038751062855,0.0,0.0
3464,25931383.953598563,0.0016212038751062855,0.0,0.0
3465,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3466,25931383.953598563,0.0016212038751062855,0.0,0.0
3467,25931383.953598563,0.0016212038751062855,0.0,0.0
3468,0.0,0.0,0.0,0.0
3469,0.0,0.0,0.0,0.0
3470,0.0,0.0,0.0,0.0
3471,0.0,0.0,0.0,0.0
3472,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3473,0.0,0.0,0.0,0.0
3474,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3475,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3476,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3477,0.0,0.0,0.0,0.0
3478,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3479,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3480,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3481,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3482,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3483,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3484,0.0,0.0,0.0,0.0
3485,40731876.2875852,0.005250155753282802,0.005163570334289862,39611436.614157304
3486,41248466.854030415,0.005398569889837274,0.005398569889837274,41248466.854030415
3487,41248466.854030415,0.005398569889837274,0.005398569889837274,41248466.854030415
3488,41248466.854030415,0.005398569889837274,0.005398569889837274,41248466.854030415
3489,40731876.2875852,0.005250155753282802,0.005163570334289862,39611436.614157304
3490,0.0,0.0,0.0,0.0
3491,41248466.854030415,0.005398569889837274,0.005398569889837274,41248466.854030415
3492,25502258.221008986,0.0015931845490786015,0.0,0.0
3493,795034843.6719805,0.07297134956322995,0.0,0.0
3494,25502258.221008986,0.0015931845490786015,0.0,0.0
3495,25502258.221008986,0.0015931845490786015,0.0,0.0
3496,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3497,25502258.221008986,0.0015931845490786015,0.0,0.0
3498,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3499,789111299.5961899,0.07259048375061879,0.0,0.0
3500,789111299.5961899,0.07259048375061879,0.0,0.0
3501,795034843.6719805,0.07297134956322995,0.0,0.0
3502,789111299.5961899,0.07259048375061879,0.0,0.0
3503,789111299.5961899,0.07259048375061879,0.0,0.0
3504,9523497.097265257,0.0009098560041847441,0.0,0.0
3505,0.0,0.0,0.0,0.0
3506,9523497.097265257,0.0009098560041847441,0.0,0.0
3507,9523497.097265257,0.0009098560041847441,0.0,0.0
3508,50054574.76608606,0.00330801778781485,0.0,0.0
3509,9523497.097265257,0.0009098560041847441,0.0,0.0
3510,50054574.76608606,0.00330801778781485,0.0,0.0
3511,40603997.700964816,0.0024075801074091717,0.0,0.0
3512,40603997.700964816,0.0024075801074091717,0.0,0.0
3513,0.0,0.0,0.0,0.0
3514,40603997.700964816,0.0024075801074091717,0.0,0.0
3515,40603997.700964816,0.0024075801074091717,0.0,0.0
3516,79514094.43805154,0.010070939499966415,0.009864781388902446,76596172.10352147
3517,79514094.43805154,0.010070939499966415,0.009864781388902446,76596172.10352147
3518,79514094.43805154,0.010070939499966415,0.009864781388902446,76596172.10352147
3519,79514094.43805154,0.010070939499966415,0.009864781388902446,76596172.10352147
3520,77716611.77694936,0.009951366807895386,0.009864781388902446,76596172.10352147
3521,2917922.3345300686,0.00020615811106396875,0.0,0.0
3522,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3523,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3524,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3525,2917922.3345300686,0.00020615811106396875,0.0,0.0
3526,77716611.77694936,0.009951366807895386,0.009864781388902446,76596172.10352147
3527,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3528,3679759.120292326,0.00027791257021339484,4.373513312174209e-05,332711.05317268183
3529,3679759.120292326,0.00027791257021339484,4.373513312174209e-05,332711.05317268183
3530,3679759.120292326,0.00027791257021339484,4.373513312174209e-05,332711.05317268183
3531,3679759.120292326,0.00027791257021339484,4.373513312174209e-05,332711.05317268183
3532,12241859.364375347,0.0008108058709103206,0.0,0.0
3533,3347048.067119644,0.00023417743709165277,0.0,0.0
3534,12241859.364375347,0.0008108058709103206,0.0,0.0
3535,12241859.364375347,0.0008108058709103206,0.0,0.0
3536,12241859.364375347,0.0008108058709103206,0.0,0.0
3537,3347048.067119644,0.00023417743709165277,0.0,0.0
3538,12241859.364375347,0.0008108058709103206,0.0,0.0
3539,12241859.364375347,0.0008108058709103206,0.0,0.0
3540,0.0,0.0,0.0,0.0
3541,0.0,0.0,0.0,0.0
3542,0.0,0.0,0.0,0.0
3543,0.0,0.0,0.0,0.0
3544,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3545,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3546,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3547,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3548,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3549,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3550,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3551,7948446.2318460895,0.000982123072138102,0.0008955376531451626,6828006.558418193
3552,14684380.235212417,0.0009593935510778517,0.0,0.0
3553,14684380.235212417,0.0009593935510778517,0.0,0.0
3554,14684380.235212417,0.0009593935510778517,0.0,0.0
3555,14684380.235212417,0.0009593935510778517,0.0,0.0
3556,0.0,0.0,0.0,0.0
3557,14684380.235212417,0.0009593935510778517,0.0,0.0
3558,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3559,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3560,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3561,14684380.235212417,0.0009593935510778517,0.0,0.0
3562,0.0,0.0,0.0,0.0
3563,8465036.798291307,0.001130537208692575,0.001130537208692575,8465036.798291307
3564,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3565,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3566,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3567,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3568,4011604.610894532,0.00027732823698412294,0.0,0.0
3569,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3570,4011604.610894532,0.00027732823698412294,0.0,0.0
3571,4011604.610894532,0.00027732823698412294,0.0,0.0
3572,4011604.610894532,0.00027732823698412294,0.0,0.0
3573,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3574,4011604.610894532,0.00027732823698412294,0.0,0.0
3575,4011604.610894532,0.00027732823698412294,0.0,0.0
3576,2185571.3037188416,0.00015770835504906825,0.0,0.0
3577,2185571.3037188416,0.00015770835504906825,0.0,0.0
3578,2185571.3037188416,0.00015770835504906825,0.0,0.0
3579,2185571.3037188416,0.00015770835504906825,0.0,0.0
3580,2185571.3037188416,0.00015770835504906825,0.0,0.0
3581,2185571.3037188416,0.00015770835504906825,0.0,0.0
3582,2185571.3037188416,0.00015770835504906825,0.0,0.0
3583,2185571.3037188416,0.00015770835504906825,0.0,0.0
3584,2185571.3037188416,0.00015770835504906825,0.0,0.0
3585,2185571.3037188416,0.00015770835504906825,0.0,0.0
3586,2185571.3037188416,0.00015770835504906825,0.0,0.0
3587,2185571.3037188416,0.00015770835504906825,0.0,0.0
3588,33329577.505481813,0.004384936379174642,0.004384936379174642,33329577.505481813
3589,33329577.505481813,0.004384936379174642,0.004384936379174642,33329577.505481813
3590,23867574.675594635,0.0032471572412751592,0.00128961150262859,9701997.955732336
3591,33329577.505481813,0.004384936379174642,0.004384936379174642,33329577.505481813
3592,33329577.505481813,0.004384936379174642,0.004384936379174642,33329577.505481813
3593,0.0,0.0,0.0,0.0
3594,14165576.719862299,0.0019575457386465695,0.0,0.0
3595,0.0,0.0,0.0,0.0
3596,14165576.719862299,0.0019575457386465695,0.0,0.0
3597,14165576.719862299,0.0019575457386465695,0.0,0.0
3598,23867574.675594635,0.0032471572412751592,0.00128961150262859,9701997.955732336
3599,14165576.719862299,0.0019575457386465695,0.0,0.0
3600,43046518.571801886,0.002556167787576703,0.0,0.0
3601,43046518.571801886,0.002556167787576703,0.0,0.0
3602,43046518.571801886,0.002556167787576703,0.0,0.0
3603,43046518.571801886,0.002556167787576703,0.0,0.0
3604,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3605,43046518.571801886,0.002556167787576703,0.0,0.0
3606,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3607,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3608,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3609,43046518.571801886,0.002556167787576703,0.0,0.0
3610,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3611,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3612,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3613,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3614,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3615,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3616,65771658.90525055,0.003629084540702867,0.0,0.0
3617,23617495.798431017,0.003049171417152563,0.0029625859981596237,22497056.12500312
3618,65771658.90525055,0.003629084540702867,0.0,0.0
3619,65771658.90525055,0.003629084540702867,0.0,0.0
3620,65771658.90525055,0.003629084540702867,0.0,0.0
3621,23617495.798431017,0.003049171417152563,0.0029625859981596237,22497056.12500312
3622,65771658.90525055,0.003629084540702867,0.0,0.0
3623,65771658.90525055,0.003629084540702867,0.0,0.0
3624,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3625,19101978.620512847,0.0017905670238327893,0.0,0.0
3626,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3627,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3628,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3629,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3630,1120439.6734278966,8.65854189929394e-05,0.0,0.0
3631,19101978.620512847,0.0017905670238327893,0.0,0.0
3632,19101978.620512847,0.0017905670238327893,0.0,0.0
3633,19101978.620512847,0.0017905670238327893,0.0,0.0
3634,19101978.620512847,0.0017905670238327893,0.0,0.0
