,box 17,box 17,box 17,box 17
,min,max,qp value,qp value
A.3_pfail,2.305698352448204e-05,0.18514347523014138,,0.0
A.1_pfail,0.09695002013321424,0.9999460518373023,0.0003218575917174996,
