,box 19,box 19,box 19,box 19
,min,max,qp value,qp value
A.5_pfail,0.0009655167573239899,0.2492245953720315,,1.7539889701435906e-77
A.2_pfail,0.1728151717804842,0.9994800831270748,0.00037665932285598956,
A.3_pfail,0.20478907598174176,0.999807350118421,0.0017569661413259796,
A.4_pfail,0.18095866632646668,0.9997477431864441,0.0022670825760101104,
