,A.5_Expected Number of Deaths,A.5_Expected Annual Damage,Expected Evacuation Costs,Expected Annual Damage,Total Investment Costs,Expected Number of Deaths
300,0.0,0.0,0.0,1271287814.926352,30351526.042379983,0.8155780377104668
301,0.0,0.0,0.0,340276410.41934764,30351526.042379983,0.26765257788008173
302,0.0,0.0,0.0,983549730.0606434,30351526.042379983,0.8754070576398338
303,0.0,0.0,0.0,2500099733.829294,30351526.042379983,2.187178459931059
304,0.06768236076045192,74948903.58996727,0.0,139909851.82995653,30351526.042379983,0.1298256590204766
305,0.0,0.0,0.0,273631036.2104817,30351526.042379983,0.23428779224981705
306,0.0,0.0,0.0,1025821149.0855119,30351526.042379983,0.8620561013696598
307,0.0,0.0,0.0,541459631.6084353,30351526.042379983,0.5231306379448326
308,0.0,0.0,0.0,1173042905.5843565,30351526.042379983,0.9666382409997386
309,0.0,0.0,0.0,3217932725.394916,30351526.042379983,1.8564960438000235
310,0.0,0.0,0.0,166210071.3658054,30351526.042379983,0.19614578673723088
311,0.0,0.0,0.0,2783237868.4375668,30351526.042379983,2.0905345029078566
312,0.0,0.0,0.0,3101107284.0015965,30351526.042379983,2.083929327702131
313,0.0,0.0,0.0,2380046056.6601768,30351526.042379983,3.6421976001403977
314,0.0,0.0,0.0,189566687.57893506,30351526.042379983,0.16849457292014042
315,0.0,0.0,0.0,2457424454.289452,30351526.042379983,1.5954481525494655
316,0.05149691881245938,64564087.05089405,0.0,3275511062.9181943,30351526.042379983,1.9430542622509013
317,0.0,0.0,0.0,3112284082.9010353,30351526.042379983,2.0548208907755954
318,0.0,0.0,0.0,393956782.4722097,30351526.042379983,0.2514635768072735
319,0.0,0.0,0.0,2432057514.506204,30351526.042379983,3.4910797891942793
320,0.0,0.0,0.0,1887497051.4398794,30351526.042379983,1.4073914499379496
321,0.0,0.0,0.0,88184800.11024687,30351526.042379983,0.16939780321490094
322,0.0,0.0,0.0,1635891414.0087447,30351526.042379983,3.5117958765820454
323,0.0,0.0,0.0,774521415.6239315,30351526.042379983,0.8415276964991945
324,0.0,0.0,0.0,2969376153.6030545,30351526.042379983,2.1163171956073947
325,0.0,0.0,0.0,2027337528.3814569,30351526.042379983,3.350976504267488
326,0.0,0.0,0.0,376913629.03873056,30351526.042379983,0.7473109164176474
327,0.0,0.0,0.0,386912160.3010094,30351526.042379983,0.7108517981904292
328,0.0,0.0,0.0,2467246063.726208,30351526.042379983,1.9483388123073446
329,0.009082568553672957,11423621.675314218,0.0,256297544.43671897,30351526.042379983,0.2320346979821609
330,0.0,0.0,0.0,226618957.70133585,30351526.042379983,0.1373147943918901
331,0.0,0.0,0.0,69458638.1326814,30351526.042379983,0.0739068842334032
332,0.0,0.0,0.0,2758650619.6555634,30351526.042379983,1.9162848964766157
333,0.0,0.0,0.0,826367765.4274635,30351526.042379983,1.1021157203888028
334,0.0,0.0,0.0,486534675.8289867,30351526.042379983,0.735625599443016
335,0.0,0.0,0.0,2406363161.667162,30351526.042379983,1.871806199411019
336,0.0,0.0,0.0,1880183218.168237,30351526.042379983,3.391256166245299
337,0.0,0.0,0.0,2784772675.0337195,30351526.042379983,2.3218076036541504
338,0.0,0.0,0.0,933238942.7171439,30351526.042379983,0.891736894317612
339,0.0,0.0,0.0,1533962871.1187515,30351526.042379983,2.5619082933406094
340,0.0,0.0,0.0,847681139.5235075,30351526.042379983,0.7480607280367487
341,0.0,0.0,0.0,2878764816.980879,30351526.042379983,1.8563160256547935
342,0.0,0.0,0.0,1277665411.6352637,30351526.042379983,2.41840995651127
343,0.0,0.0,0.0,863430638.844209,30351526.042379983,0.8401217795097337
