A.5_DikeIncrease 0,0.682411
3_RfR 0,0.032443
3_RfR 1,0.032254
3_RfR 2,0.030523
EWS_DaysToThreat,0.028583
A.3_DikeIncrease 0,0.016369
A.5_DikeIncrease 1,0.012887
A.2_DikeIncrease 0,0.010455
2_RfR 2,0.007483
2_RfR 1,0.007300
